acceso_id,pagina_actual,frecuencia_uso,tiempo_desde_ultimo_acceso,reemplazo
2623,11,55,821,1
2624,7,51,885,0
2625,49,60,104,0
2626,49,61,923,0
2627,26,52,356,1
2628,32,46,453,1
2629,23,46,950,1
2630,18,48,195,1
2631,23,47,146,1
2632,46,59,678,1
2633,9,57,140,1
2634,1,59,556,0
2635,38,43,530,0
2636,8,59,946,1
2637,6,55,312,1
2638,12,53,218,1
2639,49,62,857,0
2640,43,47,894,1
2641,36,53,702,0
2642,12,54,198,1
2643,0,49,798,1
2644,20,56,188,0
2645,17,54,35,0
2646,35,74,599,0
2647,31,49,838,0
2648,12,55,862,1
2649,49,63,298,1
2650,5,49,698,0
2651,19,46,451,0
2652,25,52,924,0
2653,17,55,269,1
2654,25,53,767,1
2655,17,56,481,1
2656,21,49,58,0
2657,31,50,712,0
2658,27,48,602,0
2659,40,58,681,1
2660,47,54,239,0
2661,44,57,170,1
2662,49,64,50,0
2663,20,57,357,0
2664,35,75,947,1
2665,32,47,110,1
2666,44,58,323,0
2667,5,50,865,1
2668,16,49,637,0
2669,12,56,52,1
2670,27,49,669,0
2671,34,56,487,0
2672,26,53,676,1
2673,38,44,802,0
2674,8,60,549,1
2675,19,47,784,0
2676,34,57,347,0
2677,38,45,577,0
2678,6,56,456,1
2679,11,56,789,0
2680,32,48,821,1
2681,44,59,427,0
2682,8,61,983,0
2683,28,53,45,1
2684,9,58,393,0
2685,21,50,965,1
2686,0,50,735,0
2687,15,47,72,1
2688,8,62,125,0
2689,36,54,695,1
2690,34,58,698,1
2691,29,44,863,0
2692,32,49,13,1
2693,1,60,690,1
2694,21,51,293,1
2695,0,51,955,1
2696,12,57,352,1
2697,24,52,794,0
2698,42,64,320,0
2699,41,69,940,1
2700,24,53,921,0
2701,0,52,203,1
2702,43,48,382,1
2703,42,65,673,0
2704,39,43,785,0
2705,33,32,430,0
2706,10,60,542,0
2707,39,44,227,1
2708,10,61,736,1
2709,45,49,562,0
2710,35,76,428,0
2711,17,57,245,1
2712,14,57,36,1
2713,26,54,988,0
2714,47,55,355,0
2715,45,50,129,0
2716,38,46,672,0
2717,13,55,765,0
2718,16,50,987,1
2719,8,63,431,1
2720,8,64,169,0
2721,31,51,88,1
2722,38,47,716,1
2723,0,53,478,0
2724,33,33,198,1
2725,39,45,210,0
2726,24,54,957,1
2727,25,54,899,1
2728,9,59,455,0
2729,22,47,659,1
2730,30,73,239,0
2731,29,45,967,0
2732,4,58,701,0
2733,35,77,774,1
2734,33,34,315,1
2735,14,58,619,1
2736,44,60,479,1
2737,28,54,440,1
2738,42,66,352,1
2739,5,51,121,0
2740,21,52,296,0
2741,29,46,357,1
2742,29,47,12,0
2743,6,57,578,0
2744,36,55,990,1
2745,42,67,923,0
2746,36,56,210,1
2747,19,48,613,0
2748,10,62,449,0
2749,4,59,406,0
2750,27,50,970,1
2751,7,52,346,0
2752,2,60,564,1
2753,23,48,889,1
2754,7,53,212,0
2755,5,52,12,1
2756,43,49,900,0
2757,33,35,407,0
2758,40,59,288,0
2759,49,65,813,0
2760,27,51,359,1
2761,37,48,728,0
2762,34,59,979,1
2763,9,60,227,0
2764,20,58,229,1
2765,0,54,172,1
2766,12,58,497,0
2767,27,52,436,1
2768,29,48,847,1
2769,38,48,806,1
2770,36,57,17,0
2771,46,60,235,1
2772,27,53,149,0
2773,38,49,256,0
2774,43,50,236,1
2775,14,59,511,0
2776,36,58,980,0
2777,24,55,75,1
2778,20,59,806,0
2779,12,59,93,0
2780,9,61,354,0
2781,17,58,731,1
2782,10,63,524,0
2783,10,64,262,1
2784,15,48,858,0
2785,27,54,961,0
2786,39,46,882,0
2787,25,55,177,1
2788,45,51,554,0
2789,42,68,531,1
2790,1,61,237,1
2791,22,48,798,1
2792,17,59,809,1
2793,5,53,503,1
2794,32,50,423,1
2795,37,49,767,1
2796,35,78,908,0
2797,39,47,378,0
2798,25,56,72,1
2799,10,65,397,0
2800,28,55,0,0
2801,48,51,771,0
2802,45,52,555,1
2803,38,50,940,1
2804,37,50,80,0
2805,17,60,830,1
2806,40,60,849,1
2807,38,51,258,1
2808,8,65,331,0
2809,27,55,215,0
2810,33,36,11,1
2811,21,53,957,1
2812,37,51,848,1
2813,38,52,21,1
2814,3,68,143,1
2815,9,62,571,0
2816,14,60,221,0
2817,13,56,171,1
2818,42,69,992,0
2819,36,59,776,0
2820,34,60,583,1
2821,7,54,891,0
2822,25,57,956,0
2823,10,66,336,1
2824,7,55,169,0
2825,26,55,597,1
2826,45,53,597,1
2827,38,53,648,1
2828,28,56,769,1
2829,43,51,898,1
2830,42,70,588,0
2831,29,49,931,0
2832,12,60,357,0
2833,33,37,961,1
2834,16,51,201,0
2835,3,69,506,1
2836,40,61,791,1
2837,42,71,110,1
2838,42,72,342,0
2839,1,62,649,0
2840,15,49,388,0
2841,24,56,703,0
2842,14,61,328,0
2843,13,57,202,1
2844,37,52,949,1
2845,0,55,831,0
2846,49,66,253,1
2847,12,61,249,0
2848,5,54,590,1
2849,14,62,699,1
2850,20,60,673,0
2851,42,73,421,1
2852,7,56,258,0
2853,0,56,394,1
2854,0,57,542,0
2855,29,50,281,0
2856,18,49,256,0
2857,1,63,180,0
2858,20,61,21,1
2859,36,60,971,1
2860,30,74,9,0
2861,13,58,944,1
2862,41,70,860,0
2863,15,50,363,0
2864,32,51,558,1
2865,35,79,849,1
2866,22,49,132,1
2867,7,57,503,1
2868,35,80,605,0
2869,14,63,357,1
2870,13,59,232,1
2871,19,49,423,1
2872,1,64,498,1
2873,47,56,444,1
2874,20,62,998,0
2875,29,51,581,0
2876,14,64,577,1
2877,6,58,226,1
2878,25,58,888,1
2879,33,38,638,0
2880,1,65,843,1
2881,11,57,324,1
2882,21,54,673,0
2883,44,61,939,0
2884,46,61,875,0
2885,31,52,929,1
2886,46,62,363,1
2887,31,53,372,0
2888,40,62,968,0
2889,44,62,485,0
2890,9,63,689,0
2891,41,71,241,1
2892,27,56,613,1
2893,10,67,736,1
2894,8,66,935,0
2895,29,52,164,1
2896,46,63,343,1
2897,11,58,179,1
2898,43,52,816,1
2899,45,54,807,1
2900,48,52,724,0
2901,44,63,88,1
2902,39,48,72,0
2903,8,67,6,1
2904,30,75,252,1
2905,38,54,59,1
2906,19,50,141,1
2907,16,52,77,1
2908,4,60,570,0
2909,7,58,499,0
2910,22,50,684,1
2911,31,54,27,0
2912,14,65,709,0
2913,4,61,0,1
2914,4,62,249,1
2915,35,81,434,0
2916,13,60,838,0
2917,29,53,571,1
2918,0,58,557,1
2919,41,72,839,0
2920,8,68,514,1
2921,20,63,909,0
2922,29,54,202,0
2923,4,63,360,1
2924,3,70,519,1
2925,44,64,337,1
2926,43,53,612,1
2927,8,69,163,1
2928,19,51,340,0
2929,21,55,536,0
2930,20,64,443,0
2931,33,39,724,1
2932,43,54,685,1
2933,47,57,458,1
2934,37,53,919,0
2935,25,59,280,1
2936,13,61,705,1
2937,41,73,369,0
2938,35,82,951,1
2939,40,63,986,0
2940,29,55,539,1
2941,39,49,357,1
2942,18,50,104,1
2943,20,65,133,0
2944,3,71,624,1
2945,5,55,149,1
2946,31,55,207,1
2947,21,56,393,0
2948,25,60,426,0
2949,28,57,411,1
2950,24,57,468,0
2951,2,61,985,0
2952,34,61,594,1
2953,4,64,394,0
2954,35,83,127,1
2955,49,67,532,0
2956,32,52,614,1
2957,24,58,601,0
2958,11,59,711,1
2959,5,56,598,0
2960,28,58,557,1
2961,22,51,402,0
2962,24,59,855,1
2963,16,53,330,1
2964,45,55,256,1
2965,26,56,707,0
2966,17,61,358,1
2967,37,54,228,1
2968,18,51,92,1
2969,26,57,956,1
2970,23,49,913,0
2971,1,66,571,0
2972,36,61,241,1
2973,37,55,772,1
2974,1,67,221,0
2975,15,51,295,1
2976,14,66,300,0
2977,14,67,379,1
2978,32,53,771,1
2979,25,61,422,1
2980,19,52,321,0
2981,44,65,315,0
2982,45,56,646,1
2983,34,62,145,0
2984,46,64,913,0
2985,30,76,556,0
2986,32,54,20,0
2987,16,54,409,0
2988,24,60,632,1
2989,15,52,678,1
2990,14,68,604,0
2991,42,74,454,0
2992,27,57,792,1
2993,13,62,910,1
2994,17,62,779,0
2995,1,68,729,1
2996,7,59,608,1
2997,2,62,711,0
2998,4,65,235,0
2999,42,75,705,0
3000,32,55,870,1
3001,20,66,511,1
3002,47,58,306,1
3003,5,57,971,1
3004,36,62,796,0
3005,20,67,523,0
3006,4,66,445,0
3007,22,52,615,0
3008,23,50,812,0
3009,3,72,370,1
3010,38,55,34,0
3011,23,51,845,1
3012,37,56,487,1
3013,19,53,968,1
3014,16,55,894,1
3015,31,56,728,1
3016,24,61,697,1
3017,38,56,204,1
3018,44,66,843,1
3019,16,56,928,1
3020,19,54,600,1
3021,26,58,167,1
3022,24,62,375,1
3023,32,56,516,1
3024,9,64,174,0
3025,29,56,323,0
3026,39,50,259,0
3027,40,64,982,0
3028,45,57,797,1
3029,48,53,80,1
3030,14,69,904,1
3031,18,52,631,0
3032,10,68,990,1
3033,44,67,604,1
3034,17,63,25,1
3035,39,51,729,0
3036,18,53,369,0
3037,21,57,461,1
3038,23,52,459,1
3039,47,59,669,0
3040,2,63,111,1
3041,24,63,323,0
3042,19,55,33,1
3043,49,68,809,0
3044,30,77,493,1
3045,12,62,756,0
3046,38,57,384,0
3047,14,70,585,0
3048,24,64,266,0
3049,3,73,559,1
3050,2,64,95,1
3051,9,65,50,1
3052,29,57,18,0
3053,18,54,914,0
3054,42,76,256,1
3055,9,66,947,1
3056,13,63,271,0
3057,5,58,958,1
3058,27,58,251,0
3059,46,65,459,1
3060,29,58,229,0
3061,28,59,6,0
3062,23,53,714,1
3063,10,69,518,1
3064,0,59,304,0
3065,5,59,438,1
3066,20,68,262,0
3067,32,57,659,0
3068,25,62,373,0
3069,20,69,356,0
3070,41,74,555,1
3071,36,63,239,1
3072,5,60,612,1
3073,40,65,543,0
3074,10,70,618,1
3075,4,67,335,0
3076,13,64,691,0
3077,47,60,902,0
3078,9,67,14,0
3079,18,55,851,1
3080,48,54,359,0
3081,22,53,766,0
3082,29,59,646,1
3083,49,69,492,1
3084,5,61,757,0
3085,31,57,401,0
3086,36,64,175,1
3087,43,55,958,0
3088,40,66,548,0
3089,25,63,937,0
3090,1,69,787,1
3091,32,58,307,1
3092,37,57,794,0
3093,28,60,568,1
3094,11,60,387,1
3095,19,56,531,1
3096,12,63,816,1
3097,32,59,446,0
3098,38,58,806,1
3099,23,54,142,0
3100,11,61,357,0
3101,15,53,615,0
3102,49,70,803,0
3103,31,58,366,0
3104,20,70,681,1
3105,24,65,689,0
3106,7,60,259,1
3107,49,71,302,0
3108,3,74,230,0
3109,46,66,456,1
3110,32,60,445,0
3111,2,65,109,1
3112,31,59,911,1
3113,41,75,898,1
3114,35,84,932,0
3115,14,71,950,1
3116,41,76,291,1
3117,2,66,780,1
3118,23,55,497,1
3119,11,62,398,0
3120,38,59,212,1
3121,10,71,299,0
3122,29,60,96,1
3123,40,67,319,0
3124,14,72,201,0
3125,35,85,938,1
3126,21,58,79,1
3127,29,61,513,0
3128,17,64,351,1
3129,9,68,50,0
3130,41,77,406,0
3131,1,70,339,0
3132,22,54,213,1
3133,42,77,815,1
3134,33,40,940,1
3135,15,54,845,1
3136,36,65,651,1
3137,28,61,191,1
3138,31,60,448,0
3139,12,64,896,0
3140,48,55,160,0
3141,43,56,411,0
3142,23,56,881,0
3143,10,72,654,1
3144,25,64,886,0
3145,36,66,48,0
3146,7,61,274,0
3147,28,62,464,0
3148,35,86,803,0
3149,42,78,554,0
3150,47,61,510,0
3151,10,73,774,1
3152,14,73,501,0
3153,12,65,279,1
3154,31,61,354,0
3155,18,56,725,0
3156,26,59,767,0
3157,10,74,514,1
3158,26,60,828,0
3159,4,68,441,1
3160,43,57,923,0
3161,2,67,417,1
3162,49,72,223,0
3163,16,57,704,1
3164,48,56,756,0
3165,41,78,115,0
3166,0,60,45,0
3167,15,55,87,0
3168,39,52,592,0
3169,36,67,362,1
3170,30,78,175,1
3171,19,57,979,1
3172,16,58,857,1
3173,34,63,790,0
3174,27,59,109,0
3175,32,61,798,1
3176,39,53,904,1
3177,28,63,558,1
3178,12,66,319,1
3179,1,71,463,1
3180,0,61,426,1
3181,42,79,875,0
3182,41,79,535,1
3183,19,58,28,0
3184,23,57,871,1
3185,45,58,207,0
3186,19,59,634,0
3187,47,62,28,1
3188,3,75,715,0
3189,44,68,173,0
3190,46,67,782,0
3191,8,70,1000,0
3192,11,63,851,0
3193,4,69,25,0
3194,29,62,19,1
3195,33,41,887,0
3196,11,64,730,1
3197,26,61,897,1
3198,1,72,283,1
3199,45,59,221,1
3200,23,58,640,1
3201,23,59,721,1
3202,43,58,134,1
3203,24,66,780,0
3204,24,67,868,0
3205,46,68,330,0
3206,15,56,202,1
3207,17,65,42,1
3208,3,76,392,1
3209,17,66,762,1
3210,48,57,938,1
3211,39,54,398,0
3212,36,68,438,1
3213,42,80,418,0
3214,21,59,137,1
3215,38,60,552,0
3216,38,61,791,0
3217,8,71,773,0
3218,11,65,172,0
3219,29,63,940,1
3220,33,42,312,0
3221,25,65,444,0
3222,26,62,495,1
3223,4,70,783,1
3224,16,59,539,1
3225,28,64,300,1
3226,42,81,81,0
3227,9,69,152,0
3228,45,60,298,0
3229,11,66,751,0
3230,18,57,930,1
3231,1,73,961,0
3232,32,62,602,0
3233,4,71,638,1
3234,42,82,545,1
3235,41,80,137,0
3236,49,73,86,0
3237,16,60,699,0
3238,14,74,718,1
3239,9,70,512,0
3240,34,64,492,0
3241,17,67,938,1
3242,6,59,620,0
3243,18,58,877,1
3244,42,83,739,0
3245,27,60,152,1
3246,22,55,122,0
3247,9,71,542,0
3248,5,62,78,0
3249,36,69,586,1
3250,24,68,499,0
3251,15,57,685,1
3252,1,74,139,0
3253,10,75,477,0
3254,11,67,937,0
3255,25,66,566,0
3256,47,63,148,1
3257,12,67,586,0
3258,11,68,420,0
3259,6,60,781,1
3260,31,62,265,0
3261,40,68,983,0
3262,37,58,392,1
3263,8,72,645,1
3264,1,75,417,1
3265,26,63,303,1
3266,29,64,758,1
3267,11,69,8,0
3268,6,61,384,1
3269,44,69,21,0
3270,16,61,217,0
3271,31,63,160,1
3272,1,76,384,0
3273,10,76,576,1
3274,1,77,832,0
3275,20,71,620,0
3276,13,65,26,0
3277,12,68,667,0
3278,33,43,422,0
3279,27,61,100,1
3280,4,72,32,1
3281,0,62,558,1
3282,47,64,798,1
3283,42,84,45,0
3284,10,77,98,0
3285,8,73,74,0
3286,37,59,525,1
3287,35,87,365,0
3288,2,68,256,1
3289,5,63,38,0
3290,48,58,56,1
3291,26,64,103,0
3292,9,72,106,1
3293,40,69,736,0
3294,17,68,770,0
3295,24,69,384,1
3296,14,75,166,0
3297,9,73,405,0
3298,44,70,469,0
3299,28,65,549,0
3300,31,64,7,1
3301,30,79,615,0
3302,12,69,700,0
3303,30,80,684,1
3304,30,81,849,1
3305,1,78,343,1
3306,25,67,545,1
3307,30,82,587,1
3308,43,59,105,1
3309,42,85,15,1
3310,12,70,204,0
3311,43,60,631,1
3312,27,62,874,0
3313,34,65,557,1
3314,11,70,382,0
3315,10,78,448,0
3316,47,65,494,0
3317,46,69,886,0
3318,12,71,146,0
3319,17,69,537,1
3320,9,74,468,0
3321,39,55,778,1
3322,31,65,872,1
3323,17,70,230,0
3324,19,60,69,1
3325,8,74,363,1
3326,31,66,429,1
3327,0,63,389,0
3328,6,62,816,0
3329,29,65,598,0
3330,27,63,592,1
3331,3,77,998,1
3332,37,60,962,0
3333,13,66,259,1
3334,38,62,635,0
3335,27,64,949,1
3336,42,86,689,0
3337,12,72,165,1
3338,12,73,263,0
3339,43,61,196,0
3340,33,44,107,1
3341,2,69,58,0
3342,14,76,544,1
3343,32,63,114,1
3344,41,81,377,0
3345,4,73,986,0
3346,19,61,64,0
3347,24,70,245,0
3348,4,74,389,0
3349,11,71,445,1
3350,21,60,150,1
3351,8,75,613,0
3352,38,63,723,1
3353,0,64,520,1
3354,41,82,68,0
3355,43,62,467,0
3356,22,56,984,0
3357,48,59,545,1
3358,43,63,583,0
3359,42,87,714,1
3360,5,64,585,1
3361,33,45,867,0
3362,46,70,835,0
3363,47,66,519,1
3364,23,60,435,1
3365,25,68,636,1
3366,41,83,247,0
3367,1,79,96,0
3368,18,59,569,0
3369,15,58,832,0
3370,4,75,190,0
3371,19,62,353,1
3372,49,74,760,0
3373,17,71,951,0
3374,40,70,456,0
3375,13,67,619,0
3376,11,72,220,1
3377,11,73,633,1
3378,45,61,502,1
3379,36,70,901,0
3380,38,64,139,1
3381,25,69,425,1
3382,37,61,196,1
3383,4,76,201,0
3384,28,66,264,0
3385,1,80,394,1
3386,45,62,327,1
3387,12,74,656,0
3388,34,66,227,1
3389,22,57,694,1
3390,18,60,29,1
3391,41,84,914,1
3392,35,88,908,0
3393,19,63,512,0
3394,44,71,450,1
3395,2,70,168,0
3396,35,89,754,1
3397,37,62,517,0
3398,44,72,411,1
3399,4,77,781,1
3400,18,61,603,1
3401,7,62,831,0
3402,38,65,782,0
3403,46,71,718,0
3404,15,59,214,0
3405,10,79,274,1
3406,1,81,940,0
3407,15,60,207,0
3408,2,71,463,1
3409,8,76,944,1
3410,3,78,424,1
3411,6,63,636,0
3412,20,72,976,1
3413,9,75,125,1
3414,47,67,463,1
3415,1,82,252,0
3416,3,79,537,0
3417,47,68,703,1
3418,49,75,161,0
3419,11,74,618,1
3420,40,71,223,1
3421,24,71,412,1
3422,30,83,70,0
3423,29,66,114,0
3424,41,85,382,0
3425,4,78,897,0
3426,47,69,1000,1
3427,35,90,653,1
3428,30,84,168,0
3429,31,67,416,0
3430,21,61,539,0
3431,43,64,36,1
3432,27,65,793,1
3433,41,86,325,0
3434,42,88,916,0
3435,32,64,327,1
3436,27,66,926,0
3437,3,80,560,0
3438,17,72,785,1
3439,7,63,583,1
3440,18,62,920,1
3441,47,70,431,1
3442,23,61,66,1
3443,33,46,717,0
3444,16,62,97,1
3445,27,67,221,0
3446,4,79,607,1
3447,47,71,93,0
3448,7,64,859,1
3449,5,65,596,0
3450,37,63,743,0
3451,28,67,953,0
3452,15,61,645,1
3453,5,66,553,1
3454,47,72,753,0
3455,29,67,732,0
3456,35,91,682,1
3457,49,76,697,0
3458,42,89,889,0
3459,45,63,951,1
3460,13,68,823,0
3461,22,58,198,1
3462,41,87,661,0
3463,7,65,909,1
3464,9,76,223,1
3465,29,68,82,1
3466,4,80,464,1
3467,0,65,885,1
3468,7,66,409,0
3469,48,60,638,1
3470,31,68,244,0
3471,26,65,158,1
3472,46,72,619,1
3473,1,83,442,1
3474,47,73,89,1
3475,49,77,803,1
3476,4,81,192,1
3477,6,64,241,0
3478,0,66,404,1
3479,30,85,833,0
3480,18,63,192,1
3481,16,63,208,1
3482,35,92,700,0
3483,38,66,30,0
3484,30,86,444,0
3485,45,64,28,1
3486,40,72,785,1
3487,18,64,532,1
3488,8,77,809,1
3489,44,73,999,1
3490,33,47,956,1
3491,37,64,10,1
3492,43,65,43,0
3493,16,64,333,0
3494,1,84,740,1
3495,28,68,351,0
3496,35,93,90,1
3497,18,65,737,0
3498,48,61,474,1
3499,13,69,554,0
3500,7,67,401,0
3501,25,70,707,0
3502,5,67,338,1
3503,19,64,751,0
3504,41,88,10,0
3505,40,73,528,1
3506,19,65,981,0
3507,9,77,243,1
3508,39,56,951,1
3509,11,75,533,1
3510,48,62,992,0
3511,12,75,21,1
3512,35,94,140,1
3513,2,72,128,1
3514,13,70,214,1
3515,9,78,100,1
3516,40,74,183,1
3517,34,67,557,1
3518,26,66,862,1
3519,33,48,421,0
3520,19,66,399,0
3521,7,68,683,1
3522,20,73,491,1
3523,21,62,73,1
3524,3,81,618,1
3525,3,82,211,0
3526,21,63,583,0
3527,33,49,109,1
3528,24,72,889,0
3529,18,66,650,0
3530,24,73,312,1
3531,41,89,805,1
3532,30,87,575,0
3533,15,62,31,0
3534,8,78,137,1
3535,41,90,83,1
3536,39,57,848,0
3537,6,65,685,0
3538,24,74,144,0
3539,23,62,368,1
3540,20,74,216,1
3541,25,71,91,1
3542,32,65,280,1
3543,37,65,925,1
3544,39,58,270,1
3545,14,77,719,1
3546,8,79,56,1
3547,35,95,899,1
3548,25,72,832,1
3549,40,75,914,1
3550,18,67,943,1
3551,12,76,258,1
3552,26,67,187,1
3553,11,76,819,1
3554,47,74,81,0
3555,46,73,613,0
3556,30,88,802,1
3557,9,79,130,0
3558,36,71,528,1
3559,0,67,341,0
3560,3,83,544,1
3561,20,75,610,1
3562,24,75,605,0
3563,23,63,267,1
3564,17,73,298,1
3565,16,65,430,1
3566,3,84,674,0
3567,4,82,892,1
3568,16,66,27,0
3569,27,68,118,0
3570,18,68,742,0
3571,5,68,190,0
3572,0,68,710,1
3573,34,68,4,0
3574,19,67,637,1
3575,44,74,398,1
3576,30,89,575,1
3577,44,75,553,1
3578,6,66,135,0
3579,45,65,157,0
3580,6,67,884,0
3581,21,64,626,0
3582,36,72,239,1
3583,12,77,556,1
3584,35,96,365,0
3585,39,59,688,0
3586,22,59,969,1
3587,23,64,458,1
3588,32,66,439,0
3589,25,73,600,1
3590,19,68,912,0
3591,39,60,798,1
3592,43,66,216,1
3593,26,68,227,0
3594,39,61,873,0
3595,17,74,931,1
3596,28,69,313,0
3597,49,78,363,0
3598,14,78,113,1
3599,40,76,957,1
3600,27,69,242,1
3601,10,80,977,0
3602,8,80,692,1
3603,38,67,892,1
3604,28,70,888,0
3605,1,85,274,0
3606,9,80,976,1
3607,44,76,609,1
3608,16,67,118,0
3609,25,74,426,0
3610,8,81,924,0
3611,40,77,181,0
3612,28,71,709,1
3613,38,68,902,0
3614,1,86,49,0
3615,13,71,668,0
3616,36,73,323,0
3617,49,79,579,1
3618,3,85,159,0
3619,25,75,213,1
3620,38,69,320,0
3621,16,68,472,1
3622,1,87,552,0
3623,45,66,476,1
3624,25,76,56,0
3625,1,88,346,0
3626,14,79,883,0
3627,12,78,164,1
3628,20,76,774,0
3629,15,63,307,1
3630,10,81,192,0
3631,5,69,713,0
3632,0,69,773,1
3633,17,75,142,1
3634,20,77,206,0
3635,21,65,727,0
3636,45,67,650,1
3637,46,74,180,1
3638,30,90,745,1
3639,11,77,120,0
3640,33,50,964,0
3641,7,69,518,0
3642,29,69,940,1
3643,3,86,559,0
3644,37,66,961,0
3645,16,69,643,1
3646,16,70,816,1
3647,19,69,915,1
3648,28,72,237,0
3649,37,67,249,0
3650,40,78,456,1
3651,3,87,427,0
3652,16,71,927,1
3653,45,68,519,0
3654,45,69,857,0
3655,47,75,123,1
3656,7,70,837,1
3657,12,79,390,1
3658,27,70,974,1
3659,15,64,229,1
3660,2,73,959,0
3661,3,88,949,0
3662,46,75,446,0
3663,6,68,325,1
3664,22,60,16,0
3665,29,70,176,0
3666,26,69,825,1
3667,25,77,368,1
3668,38,70,413,0
3669,5,70,205,1
3670,32,67,674,1
3671,8,82,368,0
3672,12,80,929,0
3673,1,89,408,0
3674,24,76,80,1
3675,13,72,8,1
3676,3,89,277,1
3677,35,97,801,1
3678,43,67,615,0
3679,33,51,942,0
3680,33,52,193,1
3681,42,90,750,1
3682,35,98,267,1
3683,8,83,758,1
3684,16,72,489,1
3685,20,78,111,0
3686,9,81,580,1
3687,7,71,773,1
3688,34,69,102,1
3689,37,68,639,1
3690,3,90,8,1
3691,25,78,729,0
3692,32,68,186,1
3693,28,73,681,0
3694,12,81,254,1
3695,7,72,861,0
3696,38,71,553,1
3697,26,70,866,0
3698,16,73,78,0
3699,43,68,316,1
3700,6,69,744,0
3701,47,76,66,0
3702,19,70,787,0
3703,19,71,79,0
3704,5,71,4,0
3705,49,80,222,1
3706,7,73,921,0
3707,30,91,171,1
3708,37,69,0,1
3709,14,80,549,0
3710,4,83,852,0
3711,5,72,252,0
3712,34,70,622,1
3713,3,91,496,1
3714,29,71,419,0
3715,32,69,910,1
3716,36,74,437,0
3717,21,66,450,0
3718,25,79,68,1
3719,5,73,524,1
3720,47,77,310,1
3721,29,72,446,1
3722,21,67,102,1
3723,19,72,488,0
3724,41,91,581,1
3725,24,77,963,0
3726,8,84,346,1
3727,22,61,54,0
3728,15,65,924,1
3729,28,74,247,1
3730,3,92,795,0
3731,0,70,67,0
3732,38,72,406,0
3733,31,69,647,1
3734,26,71,319,0
3735,6,70,223,1
3736,32,70,902,0
3737,5,74,302,0
3738,33,53,920,1
3739,31,70,244,1
3740,32,71,557,0
3741,29,73,407,0
3742,49,81,334,1
3743,7,74,635,1
3744,4,84,403,1
3745,42,91,96,0
3746,14,81,640,1
3747,33,54,85,0
3748,35,99,788,0
3749,33,55,353,1
3750,24,78,154,1
3751,24,79,335,0
3752,29,74,396,1
3753,48,63,735,0
3754,32,72,488,0
3755,46,76,766,0
3756,5,75,683,1
3757,23,65,792,0
3758,47,78,473,0
3759,18,69,767,1
3760,0,71,582,0
3761,11,78,145,1
3762,17,76,465,0
3763,19,73,177,0
3764,44,77,4,1
3765,20,79,265,1
3766,4,85,574,1
3767,45,70,661,1
3768,15,66,839,0
3769,46,77,170,0
3770,40,79,682,1
3771,34,71,626,0
3772,32,73,31,0
3773,10,82,876,1
3774,4,86,239,1
3775,9,82,20,1
3776,46,78,62,1
3777,5,76,225,1
3778,3,93,338,1
3779,18,70,26,1
3780,27,71,454,0
3781,2,74,972,0
3782,25,80,697,0
3783,21,68,528,0
3784,11,79,374,0
3785,48,64,143,0
3786,35,100,827,1
3787,43,69,477,1
3788,29,75,244,1
3789,9,83,71,0
3790,26,72,186,0
3791,18,71,3,1
3792,32,74,595,0
3793,26,73,551,0
3794,1,90,30,0
3795,35,101,913,1
3796,23,66,473,1
3797,49,82,972,0
3798,8,85,442,0
3799,14,82,553,1
3800,28,75,857,1
3801,43,70,35,1
3802,35,102,276,0
3803,4,87,688,0
3804,20,80,177,0
3805,28,76,647,1
3806,14,83,166,1
3807,47,79,518,0
3808,43,71,728,0
3809,47,80,571,1
3810,13,73,668,0
3811,29,76,599,1
3812,9,84,994,0
3813,20,81,666,0
3814,37,70,108,1
3815,34,72,741,1
3816,23,67,114,0
3817,5,77,103,0
3818,44,78,763,0
3819,46,79,736,1
3820,12,82,132,0
3821,27,72,220,1
3822,42,92,856,1
3823,5,78,686,1
3824,34,73,346,0
3825,2,75,9,0
3826,3,94,365,1
3827,48,65,297,1
3828,20,82,465,1
3829,16,74,969,0
3830,31,71,123,0
3831,43,72,388,0
3832,28,77,376,1
3833,28,78,990,1
3834,37,71,613,1
3835,42,93,540,1
3836,21,69,416,0
3837,20,83,734,0
3838,27,73,983,0
3839,43,73,85,0
3840,12,83,899,1
3841,13,74,996,0
3842,42,94,883,1
3843,5,79,101,1
3844,45,71,100,1
3845,8,86,949,1
3846,24,80,361,1
3847,39,62,462,1
3848,48,66,568,0
3849,35,103,105,0
3850,22,62,379,0
3851,9,85,653,0
3852,17,77,592,1
3853,45,72,720,1
3854,46,80,928,1
3855,47,81,221,1
3856,41,92,210,1
3857,6,71,926,0
3858,13,75,409,0
3859,41,93,308,0
3860,23,68,9,0
3861,10,83,73,0
3862,38,73,676,0
3863,44,79,560,1
3864,21,70,894,1
3865,35,104,749,0
3866,25,81,78,0
3867,30,92,307,0
3868,37,72,821,1
3869,7,75,640,0
3870,26,74,724,0
3871,25,82,685,1
3872,13,76,513,0
3873,30,93,82,0
3874,34,74,354,0
3875,45,73,868,0
3876,49,83,477,0
3877,28,79,362,0
3878,47,82,0,1
3879,15,67,549,0
3880,1,91,9,0
3881,10,84,525,1
3882,38,74,391,0
3883,19,74,232,0
3884,19,75,635,1
3885,32,75,870,0
3886,10,85,112,0
3887,20,84,667,0
3888,49,84,49,0
3889,0,72,372,1
3890,12,84,236,0
